state_po,county_name,candidate,party,candidatevotes,totalvotes
AZ,APACHE,JO JORGENSEN,LIBERTARIAN,4,35172
AZ,APACHE,OTHER,OTHER,0,35172
AZ,APACHE,OTHER,OTHER,0,35172
AZ,APACHE,OTHER,OTHER,0,35172
AZ,APACHE,DONALD J TRUMP,REPUBLICAN,7262,35172
AZ,APACHE,DONALD J TRUMP,REPUBLICAN,4053,35172
AZ,APACHE,DONALD J TRUMP,REPUBLICAN,127,35172
AZ,COCHISE,JOSEPH R BIDEN JR,DEMOCRAT,21563,60442
AZ,COCHISE,JOSEPH R BIDEN JR,DEMOCRAT,1495,60442
AZ,COCHISE,JOSEPH R BIDEN JR,DEMOCRAT,674,60442
AZ,COCHISE,OTHER,GREEN,0,60442
AZ,COCHISE,OTHER,GREEN,0,60442
AZ,COCHISE,OTHER,GREEN,0,60442
AZ,COCHISE,JO JORGENSEN,LIBERTARIAN,931,60442
AZ,COCHISE,JO JORGENSEN,LIBERTARIAN,166,60442
AZ,COCHISE,JO JORGENSEN,LIBERTARIAN,56,60442
AZ,COCHISE,OTHER,OTHER,0,60442
AZ,COCHISE,OTHER,OTHER,0,60442
AZ,COCHISE,OTHER,OTHER,0,60442
AZ,COCHISE,DONALD J TRUMP,REPUBLICAN,25934,60442
AZ,COCHISE,DONALD J TRUMP,REPUBLICAN,7714,60442
AZ,COCHISE,DONALD J TRUMP,REPUBLICAN,1909,60442
AZ,COCONINO,JOSEPH R BIDEN JR,DEMOCRAT,39430,73272
AZ,COCONINO,JOSEPH R BIDEN JR,DEMOCRAT,4963,73272
AZ,COCONINO,JOSEPH R BIDEN JR,DEMOCRAT,305,73272
AZ,COCONINO,OTHER,GREEN,0,73272
AZ,COCONINO,OTHER,GREEN,0,73272
AZ,COCONINO,OTHER,GREEN,0,73272
AZ,COCONINO,JO JORGENSEN,LIBERTARIAN,1133,73272
AZ,COCONINO,JO JORGENSEN,LIBERTARIAN,368,73272
AZ,COCONINO,JO JORGENSEN,LIBERTARIAN,21,73272
AZ,COCONINO,OTHER,OTHER,0,73272
AZ,COCONINO,OTHER,OTHER,0,73272
AZ,COCONINO,OTHER,OTHER,0,73272
AZ,COCONINO,DONALD J TRUMP,REPUBLICAN,20311,73272
AZ,COCONINO,DONALD J TRUMP,REPUBLICAN,6446,73272
AZ,COCONINO,DONALD J TRUMP,REPUBLICAN,295,73272
AZ,GILA,JOSEPH R BIDEN JR,DEMOCRAT,7481,27662
AZ,GILA,JOSEPH R BIDEN JR,DEMOCRAT,1400,27662
AZ,GILA,JOSEPH R BIDEN JR,DEMOCRAT,62,27662
AZ,GILA,OTHER,GREEN,0,27662
AZ,GILA,OTHER,GREEN,0,27662
AZ,GILA,OTHER,GREEN,0,27662
AZ,GILA,JO JORGENSEN,LIBERTARIAN,279,27662
AZ,GILA,JO JORGENSEN,LIBERTARIAN,62,27662
AZ,GILA,JO JORGENSEN,LIBERTARIAN,1,27662
AZ,GILA,OTHER,OTHER,0,27662
AZ,GILA,OTHER,OTHER,0,27662
AZ,GILA,OTHER,OTHER,0,27662
AZ,GILA,DONALD J TRUMP,REPUBLICAN,15005,27662
AZ,GILA,DONALD J TRUMP,REPUBLICAN,3260,27662
AZ,GILA,DONALD J TRUMP,REPUBLICAN,112,27662
AZ,GRAHAM,JOSEPH R BIDEN JR,DEMOCRAT,2944,14995
AZ,GRAHAM,JOSEPH R BIDEN JR,DEMOCRAT,1055,14995
AZ,GRAHAM,JOSEPH R BIDEN JR,DEMOCRAT,35,14995
AZ,GRAHAM,OTHER,GREEN,0,14995
AZ,GRAHAM,OTHER,GREEN,0,14995
AZ,GRAHAM,OTHER,GREEN,0,14995
AZ,GRAHAM,JO JORGENSEN,LIBERTARIAN,145,14995
AZ,GRAHAM,JO JORGENSEN,LIBERTARIAN,63,14995
AZ,GRAHAM,JO JORGENSEN,LIBERTARIAN,4,14995
AZ,GRAHAM,OTHER,OTHER,0,14995
AZ,GRAHAM,OTHER,OTHER,0,14995
AZ,GRAHAM,OTHER,OTHER,0,14995
AZ,GRAHAM,DONALD J TRUMP,REPUBLICAN,7289,14995
AZ,GRAHAM,DONALD J TRUMP,REPUBLICAN,3314,14995
AZ,GRAHAM,DONALD J TRUMP,REPUBLICAN,146,14995
AZ,GREENLEE,JOSEPH R BIDEN JR,DEMOCRAT,996,3685
AZ,GREENLEE,JOSEPH R BIDEN JR,DEMOCRAT,184,3685
AZ,GREENLEE,JOSEPH R BIDEN JR,DEMOCRAT,2,3685
AZ,GREENLEE,OTHER,GREEN,0,3685
AZ,GREENLEE,OTHER,GREEN,0,3685
AZ,GREENLEE,OTHER,GREEN,0,3685
AZ,GREENLEE,JO JORGENSEN,LIBERTARIAN,51,3685
AZ,GREENLEE,JO JORGENSEN,LIBERTARIAN,16,3685
AZ,GREENLEE,JO JORGENSEN,LIBERTARIAN,3,3685
AZ,GREENLEE,OTHER,OTHER,0,3685
AZ,GREENLEE,OTHER,OTHER,0,3685
AZ,GREENLEE,OTHER,OTHER,0,3685
AZ,GREENLEE,DONALD J TRUMP,REPUBLICAN,1571,3685
AZ,GREENLEE,DONALD J TRUMP,REPUBLICAN,840,3685
AZ,GREENLEE,DONALD J TRUMP,REPUBLICAN,22,3685
AZ,LA PAZ,JOSEPH R BIDEN JR,DEMOCRAT,1508,7458
AZ,LA PAZ,JOSEPH R BIDEN JR,DEMOCRAT,542,7458
AZ,LA PAZ,JOSEPH R BIDEN JR,DEMOCRAT,186,7458
AZ,LA PAZ,OTHER,GREEN,0,7458
AZ,LA PAZ,OTHER,GREEN,0,7458
AZ,LA PAZ,OTHER,GREEN,0,7458
AZ,LA PAZ,JO JORGENSEN,LIBERTARIAN,51,7458
AZ,LA PAZ,JO JORGENSEN,LIBERTARIAN,28,7458
AZ,LA PAZ,JO JORGENSEN,LIBERTARIAN,14,7458
AZ,LA PAZ,OTHER,OTHER,0,7458
AZ,LA PAZ,OTHER,OTHER,0,7458
AZ,LA PAZ,OTHER,OTHER,0,7458
AZ,LA PAZ,DONALD J TRUMP,REPUBLICAN,2936,7458
AZ,LA PAZ,DONALD J TRUMP,REPUBLICAN,1606,7458
AZ,LA PAZ,DONALD J TRUMP,REPUBLICAN,587,7458
AZ,MARICOPA,JOSEPH R BIDEN JR,DEMOCRAT,978457,2068144
AZ,MARICOPA,JOSEPH R BIDEN JR,DEMOCRAT,59513,2068144
AZ,MARICOPA,JOSEPH R BIDEN JR,DEMOCRAT,2804,2068144
AZ,MARICOPA,OTHER,GREEN,0,2068144
AZ,MARICOPA,OTHER,GREEN,0,2068144
AZ,MARICOPA,OTHER,GREEN,0,2068144
AZ,MARICOPA,JO JORGENSEN,LIBERTARIAN,27885,2068144
AZ,MARICOPA,JO JORGENSEN,LIBERTARIAN,3716,2068144
AZ,MARICOPA,JO JORGENSEN,LIBERTARIAN,104,2068144
AZ,MARICOPA,OTHER,OTHER,0,2068144
AZ,MARICOPA,OTHER,OTHER,0,2068144
AZ,MARICOPA,OTHER,OTHER,0,2068144
AZ,MARICOPA,DONALD J TRUMP,REPUBLICAN,889400,2068144
AZ,MARICOPA,DONALD J TRUMP,REPUBLICAN,103086,2068144
AZ,MARICOPA,DONALD J TRUMP,REPUBLICAN,3179,2068144
AZ,MOHAVE,JOSEPH R BIDEN JR,DEMOCRAT,21783,104668
AZ,MOHAVE,JOSEPH R BIDEN JR,DEMOCRAT,2943,104668
AZ,MOHAVE,JOSEPH R BIDEN JR,DEMOCRAT,105,104668
AZ,MOHAVE,OTHER,GREEN,0,104668
AZ,MOHAVE,OTHER,GREEN,0,104668
AZ,MOHAVE,OTHER,GREEN,0,104668
AZ,MOHAVE,JO JORGENSEN,LIBERTARIAN,925,104668
AZ,MOHAVE,JO JORGENSEN,LIBERTARIAN,358,104668
AZ,MOHAVE,JO JORGENSEN,LIBERTARIAN,19,104668
AZ,MOHAVE,OTHER,OTHER,0,104668
AZ,MOHAVE,OTHER,OTHER,0,104668
AZ,MOHAVE,OTHER,OTHER,0,104668
AZ,MOHAVE,DONALD J TRUMP,REPUBLICAN,56914,104668
AZ,MOHAVE,DONALD J TRUMP,REPUBLICAN,20938,104668
AZ,MOHAVE,DONALD J TRUMP,REPUBLICAN,683,104668
AZ,NAVAJO,JOSEPH R BIDEN JR,DEMOCRAT,16867,51767
AZ,NAVAJO,JOSEPH R BIDEN JR,DEMOCRAT,6425,51767
AZ,NAVAJO,JOSEPH R BIDEN JR,DEMOCRAT,91,51767
AZ,NAVAJO,OTHER,GREEN,0,51767
AZ,NAVAJO,OTHER,GREEN,0,51767
AZ,NAVAJO,OTHER,GREEN,0,51767
AZ,NAVAJO,JO JORGENSEN,LIBERTARIAN,509,51767
AZ,NAVAJO,JO JORGENSEN,LIBERTARIAN,213,51767
AZ,NAVAJO,JO JORGENSEN,LIBERTARIAN,5,51767
AZ,NAVAJO,OTHER,OTHER,0,51767
AZ,NAVAJO,OTHER,OTHER,0,51767
AZ,NAVAJO,OTHER,OTHER,0,51767
AZ,NAVAJO,DONALD J TRUMP,REPUBLICAN,18787,51767
AZ,NAVAJO,DONALD J TRUMP,REPUBLICAN,8722,51767
AZ,NAVAJO,DONALD J TRUMP,REPUBLICAN,148,51767
AZ,PIMA,JOSEPH R BIDEN JR,DEMOCRAT,282457,520397
AZ,PIMA,JOSEPH R BIDEN JR,DEMOCRAT,15246,520397
AZ,PIMA,JOSEPH R BIDEN JR,DEMOCRAT,7278,520397
AZ,PIMA,OTHER,GREEN,0,520397
AZ,PIMA,OTHER,GREEN,0,520397
AZ,PIMA,OTHER,GREEN,0,520397
AZ,PIMA,JO JORGENSEN,LIBERTARIAN,6477,520397
AZ,PIMA,JO JORGENSEN,LIBERTARIAN,828,520397
AZ,PIMA,JO JORGENSEN,LIBERTARIAN,353,520397
AZ,PIMA,OTHER,OTHER,0,520397
AZ,PIMA,OTHER,OTHER,0,520397
AZ,PIMA,OTHER,OTHER,0,520397
AZ,PIMA,DONALD J TRUMP,REPUBLICAN,165747,520397
AZ,PIMA,DONALD J TRUMP,REPUBLICAN,33667,520397
AZ,PIMA,DONALD J TRUMP,REPUBLICAN,8344,520397
AZ,PINAL,JOSEPH R BIDEN JR,DEMOCRAT,65042,184974
AZ,PINAL,JOSEPH R BIDEN JR,DEMOCRAT,9812,184974
AZ,PINAL,JOSEPH R BIDEN JR,DEMOCRAT,252,184974
AZ,PINAL,OTHER,GREEN,0,184974
AZ,PINAL,OTHER,GREEN,0,184974
AZ,PINAL,OTHER,GREEN,0,184974
AZ,PINAL,JO JORGENSEN,LIBERTARIAN,2192,184974
AZ,PINAL,JO JORGENSEN,LIBERTARIAN,588,184974
AZ,PINAL,JO JORGENSEN,LIBERTARIAN,11,184974
AZ,PINAL,OTHER,OTHER,0,184974
AZ,PINAL,OTHER,OTHER,0,184974
AZ,PINAL,OTHER,OTHER,0,184974
AZ,PINAL,DONALD J TRUMP,REPUBLICAN,80293,184974
AZ,PINAL,DONALD J TRUMP,REPUBLICAN,26277,184974
AZ,PINAL,DONALD J TRUMP,REPUBLICAN,507,184974
AZ,SANTA CRUZ,JOSEPH R BIDEN JR,DEMOCRAT,10859,19556
AZ,SANTA CRUZ,JOSEPH R BIDEN JR,DEMOCRAT,2205,19556
AZ,SANTA CRUZ,JOSEPH R BIDEN JR,DEMOCRAT,74,19556
AZ,SANTA CRUZ,OTHER,GREEN,0,19556
AZ,SANTA CRUZ,OTHER,GREEN,0,19556
AZ,SANTA CRUZ,OTHER,GREEN,0,19556
AZ,SANTA CRUZ,JO JORGENSEN,LIBERTARIAN,180,19556
AZ,SANTA CRUZ,JO JORGENSEN,LIBERTARIAN,43,19556
AZ,SANTA CRUZ,JO JORGENSEN,LIBERTARIAN,1,19556
AZ,SANTA CRUZ,OTHER,OTHER,0,19556
AZ,SANTA CRUZ,OTHER,OTHER,0,19556
AZ,SANTA CRUZ,OTHER,OTHER,0,19556
AZ,SANTA CRUZ,DONALD J TRUMP,REPUBLICAN,4279,19556
AZ,SANTA CRUZ,DONALD J TRUMP,REPUBLICAN,1879,19556
AZ,SANTA CRUZ,DONALD J TRUMP,REPUBLICAN,36,19556
AZ,YAVAPAI,JOSEPH R BIDEN JR,DEMOCRAT,46865,143221
AZ,YAVAPAI,JOSEPH R BIDEN JR,DEMOCRAT,2665,143221
AZ,YAVAPAI,JOSEPH R BIDEN JR,DEMOCRAT,72,143221
AZ,YAVAPAI,OTHER,GREEN,0,143221
AZ,YAVAPAI,OTHER,GREEN,0,143221
AZ,YAVAPAI,OTHER,GREEN,0,143221
AZ,YAVAPAI,JO JORGENSEN,LIBERTARIAN,1762,143221
AZ,YAVAPAI,JO JORGENSEN,LIBERTARIAN,324,143221
AZ,YAVAPAI,JO JORGENSEN,LIBERTARIAN,6,143221
AZ,YAVAPAI,OTHER,OTHER,0,143221
AZ,YAVAPAI,OTHER,OTHER,0,143221
AZ,YAVAPAI,OTHER,OTHER,0,143221
AZ,YAVAPAI,DONALD J TRUMP,REPUBLICAN,76416,143221
AZ,YAVAPAI,DONALD J TRUMP,REPUBLICAN,14845,143221
AZ,YAVAPAI,DONALD J TRUMP,REPUBLICAN,266,143221
AZ,YUMA,JOSEPH R BIDEN JR,DEMOCRAT,28134,69881
AZ,YUMA,JOSEPH R BIDEN JR,DEMOCRAT,3570,69881
AZ,YUMA,JOSEPH R BIDEN JR,DEMOCRAT,506,69881
AZ,YUMA,OTHER,GREEN,0,69881
AZ,YUMA,OTHER,GREEN,0,69881
AZ,YUMA,OTHER,GREEN,0,69881
AZ,YUMA,JO JORGENSEN,LIBERTARIAN,915,69881
AZ,YUMA,JO JORGENSEN,LIBERTARIAN,189,69881
AZ,YUMA,JO JORGENSEN,LIBERTARIAN,33,69881
AZ,YUMA,OTHER,OTHER,0,69881
AZ,YUMA,OTHER,OTHER,0,69881
AZ,YUMA,OTHER,OTHER,0,69881
AZ,YUMA,DONALD J TRUMP,REPUBLICAN,30226,69881
AZ,YUMA,DONALD J TRUMP,REPUBLICAN,5651,69881
AZ,YUMA,DONALD J TRUMP,REPUBLICAN,657,69881
AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,172,6292
AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,1419,6292
AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,224,6292
AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,3,6292
AR,ARKANSAS,OTHER,GREEN,0,6292
AR,ARKANSAS,OTHER,GREEN,11,6292
AR,ARKANSAS,OTHER,GREEN,5,6292
AR,ARKANSAS,OTHER,GREEN,0,6292
AR,ARKANSAS,JO JORGENSEN,LIBERTARIAN,1,6292
AR,ARKANSAS,JO JORGENSEN,LIBERTARIAN,37,6292
AR,ARKANSAS,JO JORGENSEN,LIBERTARIAN,8,6292
AR,ARKANSAS,JO JORGENSEN,LIBERTARIAN,0,6292
AR,ARKANSAS,OTHER,OTHER,0,6292
AR,ARKANSAS,OTHER,OTHER,88,6292
AR,ARKANSAS,OTHER,OTHER,20,6292
AR,ARKANSAS,OTHER,OTHER,0,6292
AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,145,6292
AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,3658,6292
AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,500,6292
AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,1,6292
AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,347,7926
AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,1309,7926
AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,462,7926
AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,7,7926
AR,ASHLEY,OTHER,GREEN,0,7926
AR,ASHLEY,OTHER,GREEN,5,7926
AR,ASHLEY,OTHER,GREEN,4,7926
AR,ASHLEY,OTHER,GREEN,0,7926
AR,ASHLEY,JO JORGENSEN,LIBERTARIAN,1,7926
AR,ASHLEY,JO JORGENSEN,LIBERTARIAN,14,7926
AR,ASHLEY,JO JORGENSEN,LIBERTARIAN,10,7926
AR,ASHLEY,JO JORGENSEN,LIBERTARIAN,0,7926
AR,ASHLEY,OTHER,OTHER,6,7926
AR,ASHLEY,OTHER,OTHER,117,7926
AR,ASHLEY,OTHER,OTHER,95,7926
AR,ASHLEY,OTHER,OTHER,1,7926
AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,286,7926
AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,4018,7926
AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,1232,7926
AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,12,7926
AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,1236,21007
AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,2950,21007
AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,449,21007
AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,0,21007
AR,BAXTER,OTHER,GREEN,6,21007
AR,BAXTER,OTHER,GREEN,27,21007
AR,BAXTER,OTHER,GREEN,10,21007
AR,BAXTER,OTHER,GREEN,0,21007
AR,BAXTER,JO JORGENSEN,LIBERTARIAN,10,21007
AR,BAXTER,JO JORGENSEN,LIBERTARIAN,128,21007
AR,BAXTER,JO JORGENSEN,LIBERTARIAN,45,21007
AR,BAXTER,JO JORGENSEN,LIBERTARIAN,0,21007
AR,BAXTER,OTHER,OTHER,12,21007
AR,BAXTER,OTHER,OTHER,223,21007
AR,BAXTER,OTHER,OTHER,75,21007
AR,BAXTER,OTHER,OTHER,0,21007
AR,BAXTER,DONALD J TRUMP,REPUBLICAN,1160,21007
AR,BAXTER,DONALD J TRUMP,REPUBLICAN,12136,21007
AR,BAXTER,DONALD J TRUMP,REPUBLICAN,2540,21007
AR,BAXTER,DONALD J TRUMP,REPUBLICAN,0,21007
AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,9176,119912
AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,28508,119912
AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,4565,119912
AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,0,119912
AR,BENTON,OTHER,GREEN,37,119912
AR,BENTON,OTHER,GREEN,176,119912
AR,BENTON,OTHER,GREEN,64,119912
AR,BENTON,OTHER,GREEN,0,119912
AR,BENTON,JO JORGENSEN,LIBERTARIAN,202,119912
AR,BENTON,JO JORGENSEN,LIBERTARIAN,1305,119912
AR,BENTON,JO JORGENSEN,LIBERTARIAN,465,119912
AR,BENTON,JO JORGENSEN,LIBERTARIAN,0,119912
AR,BENTON,OTHER,OTHER,116,119912
AR,BENTON,OTHER,OTHER,1004,119912
AR,BENTON,OTHER,OTHER,329,119912
AR,BENTON,OTHER,OTHER,0,119912
AR,BENTON,DONALD J TRUMP,REPUBLICAN,5400,119912
AR,BENTON,DONALD J TRUMP,REPUBLICAN,56966,119912
AR,BENTON,DONALD J TRUMP,REPUBLICAN,11599,119912
AR,BENTON,DONALD J TRUMP,REPUBLICAN,0,119912
AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,584,17114
AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,1988,17114
AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,489,17114
AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,3,17114
AR,BOONE,OTHER,GREEN,1,17114
AR,BOONE,OTHER,GREEN,40,17114
AR,BOONE,OTHER,GREEN,14,17114
AR,BOONE,OTHER,GREEN,0,17114
AR,BOONE,JO JORGENSEN,LIBERTARIAN,4,17114
AR,BOONE,JO JORGENSEN,LIBERTARIAN,85,17114
AR,BOONE,JO JORGENSEN,LIBERTARIAN,64,17114
AR,BOONE,JO JORGENSEN,LIBERTARIAN,0,17114
AR,BOONE,OTHER,OTHER,16,17114
AR,BOONE,OTHER,OTHER,120,17114
AR,BOONE,OTHER,OTHER,54,17114
AR,BOONE,OTHER,OTHER,0,17114
AR,BOONE,DONALD J TRUMP,REPUBLICAN,711,17114
AR,BOONE,DONALD J TRUMP,REPUBLICAN,9235,17114
AR,BOONE,DONALD J TRUMP,REPUBLICAN,3700,17114
AR,BOONE,DONALD J TRUMP,REPUBLICAN,6,17114
AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,162,3654
AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,759,3654
AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,290,3654
AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,3,3654
AR,BRADLEY,OTHER,GREEN,1,3654
AR,BRADLEY,OTHER,GREEN,3,3654
AR,BRADLEY,OTHER,GREEN,0,3654
AR,BRADLEY,OTHER,GREEN,0,3654
AR,BRADLEY,JO JORGENSEN,LIBERTARIAN,3,3654
AR,BRADLEY,JO JORGENSEN,LIBERTARIAN,23,3654
AR,BRADLEY,JO JORGENSEN,LIBERTARIAN,7,3654
AR,BRADLEY,JO JORGENSEN,LIBERTARIAN,0,3654
AR,BRADLEY,OTHER,OTHER,2,3654
AR,BRADLEY,OTHER,OTHER,42,3654
AR,BRADLEY,OTHER,OTHER,24,3654
AR,BRADLEY,OTHER,OTHER,0,3654
AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,117,3654
AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,1444,3654
AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,772,3654
AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,2,3654
AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,39,2182
AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,300,2182
AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,128,2182
AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,12,2182
AR,CALHOUN,OTHER,GREEN,0,2182
AR,CALHOUN,OTHER,GREEN,3,2182
AR,CALHOUN,OTHER,GREEN,5,2182
AR,CALHOUN,OTHER,GREEN,0,2182
AR,CALHOUN,JO JORGENSEN,LIBERTARIAN,0,2182
AR,CALHOUN,JO JORGENSEN,LIBERTARIAN,12,2182
AR,CALHOUN,JO JORGENSEN,LIBERTARIAN,4,2182
AR,CALHOUN,JO JORGENSEN,LIBERTARIAN,0,2182
AR,CALHOUN,OTHER,OTHER,0,2182
AR,CALHOUN,OTHER,OTHER,25,2182
AR,CALHOUN,OTHER,OTHER,18,2182
AR,CALHOUN,OTHER,OTHER,0,2182
AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,72,2182
AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,958,2182
AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,582,2182
AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,24,2182
AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,1247,11797
AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,2315,11797
AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,420,11797
AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,41,11797
AR,CARROLL,OTHER,GREEN,4,11797
AR,CARROLL,OTHER,GREEN,33,11797
AR,CARROLL,OTHER,GREEN,10,11797
AR,CARROLL,OTHER,GREEN,1,11797
AR,CARROLL,JO JORGENSEN,LIBERTARIAN,11,11797
AR,CARROLL,JO JORGENSEN,LIBERTARIAN,48,11797
AR,CARROLL,JO JORGENSEN,LIBERTARIAN,40,11797
AR,CARROLL,JO JORGENSEN,LIBERTARIAN,1,11797
AR,CARROLL,OTHER,OTHER,13,11797
AR,CARROLL,OTHER,OTHER,137,11797
AR,CARROLL,OTHER,OTHER,50,11797
AR,CARROLL,OTHER,OTHER,2,11797
AR,CARROLL,DONALD J TRUMP,REPUBLICAN,627,11797
AR,CARROLL,DONALD J TRUMP,REPUBLICAN,4862,11797
AR,CARROLL,DONALD J TRUMP,REPUBLICAN,1892,11797
AR,CARROLL,DONALD J TRUMP,REPUBLICAN,43,11797
AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,375,4103
AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,1061,4103
AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,824,4103
AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,0,4103
AR,CHICOT,OTHER,GREEN,0,4103
AR,CHICOT,OTHER,GREEN,4,4103
AR,CHICOT,OTHER,GREEN,1,4103
AR,CHICOT,OTHER,GREEN,0,4103
AR,CHICOT,JO JORGENSEN,LIBERTARIAN,0,4103
AR,CHICOT,JO JORGENSEN,LIBERTARIAN,13,4103
AR,CHICOT,JO JORGENSEN,LIBERTARIAN,4,4103
AR,CHICOT,JO JORGENSEN,LIBERTARIAN,0,4103
AR,CHICOT,OTHER,OTHER,7,4103
AR,CHICOT,OTHER,OTHER,37,4103
AR,CHICOT,OTHER,OTHER,25,4103
AR,CHICOT,OTHER,OTHER,0,4103
AR,CHICOT,DONALD J TRUMP,REPUBLICAN,183,4103
AR,CHICOT,DONALD J TRUMP,REPUBLICAN,1207,4103
AR,CHICOT,DONALD J TRUMP,REPUBLICAN,362,4103
AR,CHICOT,DONALD J TRUMP,REPUBLICAN,0,4103
AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,515,8395
AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,2413,8395
AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,485,8395
AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,25,8395
AR,CLARK,OTHER,GREEN,1,8395
AR,CLARK,OTHER,GREEN,25,8395
AR,CLARK,OTHER,GREEN,22,8395
AR,CLARK,OTHER,GREEN,0,8395
AR,CLARK,JO JORGENSEN,LIBERTARIAN,3,8395
AR,CLARK,JO JORGENSEN,LIBERTARIAN,54,8395
AR,CLARK,JO JORGENSEN,LIBERTARIAN,21,8395
AR,CLARK,JO JORGENSEN,LIBERTARIAN,1,8395
AR,CLARK,OTHER,OTHER,10,8395
AR,CLARK,OTHER,OTHER,145,8395
AR,CLARK,OTHER,OTHER,59,8395
AR,CLARK,OTHER,OTHER,0,8395
AR,CLARK,DONALD J TRUMP,REPUBLICAN,280,8395
AR,CLARK,DONALD J TRUMP,REPUBLICAN,3076,8395
AR,CLARK,DONALD J TRUMP,REPUBLICAN,1249,8395
AR,CLARK,DONALD J TRUMP,REPUBLICAN,11,8395
AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,128,5183
AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,141,5183
AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,684,5183
AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,9,5183
AR,CLAY,OTHER,GREEN,0,5183
AR,CLAY,OTHER,GREEN,5,5183
AR,CLAY,OTHER,GREEN,6,5183
AR,CLAY,OTHER,GREEN,0,5183
AR,CLAY,JO JORGENSEN,LIBERTARIAN,2,5183
AR,CLAY,JO JORGENSEN,LIBERTARIAN,21,5183
AR,CLAY,JO JORGENSEN,LIBERTARIAN,30,5183
AR,CLAY,JO JORGENSEN,LIBERTARIAN,0,5183
AR,CLAY,OTHER,OTHER,4,5183
AR,CLAY,OTHER,OTHER,15,5183
AR,CLAY,OTHER,OTHER,52,5183
AR,CLAY,OTHER,OTHER,0,5183
AR,CLAY,DONALD J TRUMP,REPUBLICAN,133,5183
AR,CLAY,DONALD J TRUMP,REPUBLICAN,954,5183
AR,CLAY,DONALD J TRUMP,REPUBLICAN,2981,5183
AR,CLAY,DONALD J TRUMP,REPUBLICAN,18,5183
AR,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,383,12680
